diameter,density,mass,vm,pressure,primary_flow,particle_feed,state,source_file,tracker_id,cluster,proportion_bouncing,proportion_oscillating,proportion_penetrating
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,2.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,3.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,4.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,5.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,6.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,7.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,8.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,9.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,10.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,12.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,13.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,14.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,15.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,16.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,17.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,18.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,19.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,20.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,21.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,22.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,23.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,24.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,25.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,26.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,27.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,28.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,29.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,30.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,31.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,32.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,33.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,34.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,35.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,36.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,37.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,38.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,39.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,40.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,41.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,42.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,43.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,44.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,45.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,46.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,47.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,48.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,49.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,50.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,51.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,52.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,53.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,54.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,55.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,56.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,57.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,58.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,59.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,60.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,61.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,62.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,63.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,64.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,65.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,66.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,67.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,68.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,70.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,71.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,72.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,73.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,74.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,75.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,76.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,77.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,78.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,79.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,80.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,81.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,82.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,83.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,84.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,85.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,86.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,87.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,88.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,89.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,90.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,91.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,92.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,93.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,94.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,95.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,96.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,97.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,98.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,99.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,100.0,96,0.0,0.0,1.0
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,101.0,96,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,102.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,103.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,104.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,105.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,106.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,107.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,108.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,109.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,110.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,111.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,112.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,113.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,114.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,115.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,116.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,117.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,118.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,119.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,120.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,121.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,122.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,123.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,124.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,125.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,126.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,127.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,128.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,129.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,130.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,131.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,132.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,133.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,134.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,135.0,5,0.0,0.0,1.0
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,penetrating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,136.0,5,0.0,0.0,1.0
